@relation AAPL_Continuous-weka.filters.unsupervised.attribute.Remove-R1

@attribute 30year_x_5year numeric
@attribute 30year_x_Baltic_vel1 numeric
@attribute 30year_x_West_Texas_vel4 numeric
@attribute 30year_vel1_x_5year_vel7 numeric
@attribute 30year_vel2_x_West_Texas_vel2 numeric
@attribute 30year_vel9_x_SP500_acc5 numeric
@attribute 30year_vel11_x_Sugar_vel11 numeric
@attribute 30year_vel11_x_Sugar_acc1 numeric
@attribute 30year_vel12_x_Gold_vel7 numeric
@attribute 30year_acc2_x_Grains_vel7 numeric
@attribute 30year_acc4_x_Copper_vel12 numeric
@attribute 30year_acc4_x_SP500_vel6 numeric
@attribute 30year_acc5_x_Sugar numeric
@attribute 30year_acc6_x_Aluminium_vel9 numeric
@attribute 30year_acc6_x_SPDR_IPD_acc6 numeric
@attribute 5year_x_Grains_acc6 numeric
@attribute 5year_vel2_x_Gold_vel5 numeric
@attribute 5year_vel3_x_Gold_acc5 numeric
@attribute 5year_vel4_x_Copper numeric
@attribute 5year_vel5_x_Baltic_acc6 numeric
@attribute 5year_vel7_x_Baltic_acc4 numeric
@attribute 5year_vel7_x_Gold_vel4 numeric
@attribute 5year_acc2_x_Baltic_acc4 numeric
@attribute 5year_acc4_x_ADM_acc1 numeric
@attribute 5year_acc5_x_Baltic_acc1 numeric
@attribute 5year_acc6_x_Aluminium_vel4 numeric
@attribute 5year_acc6_x_Copper_acc3 numeric
@attribute Aluminium_vel3_x_ADM_vel2 numeric
@attribute Aluminium_vel7_x_West_Texas_acc3 numeric
@attribute Aluminium_vel8_x_Baltic_vel2 numeric
@attribute Aluminium_vel10_x_Copper_vel12 numeric
@attribute Aluminium_vel11_x_West_Texas numeric
@attribute Baltic_vel1_x_SPDR_IPD_vel1 numeric
@attribute Baltic_vel2_x_SP500_acc5 numeric
@attribute Baltic_acc1_x_Grains_vel1 numeric
@attribute Baltic_acc1_x_Grains_vel11 numeric
@attribute Baltic_acc1_x_ADM_acc3 numeric
@attribute Baltic_acc2_x_Gold_acc2 numeric
@attribute Baltic_acc5_x_West_Texas_vel12 numeric
@attribute Copper_x_Grains_vel1 numeric
@attribute Copper_vel8_x_Sugar_acc1 numeric
@attribute Copper_vel10_x_Gold_vel8 numeric
@attribute Copper_vel12_x_Sugar_vel8 numeric
@attribute Copper_acc3_x_Sugar_vel11 numeric
@attribute Gold_x_SP500_acc1 numeric
@attribute Gold_x_SPDR_IPD_vel6 numeric
@attribute Gold_vel1_x_SP500_acc6 numeric
@attribute Gold_vel1_x_West_Texas_acc1 numeric
@attribute Gold_vel1_x_ADM_vel1 numeric
@attribute Gold_vel2_x_Grains_vel1 numeric
@attribute Gold_vel2_x_SP500_acc3 numeric
@attribute Gold_vel2_x_Sugar numeric
@attribute Gold_vel5_x_Grains_vel8 numeric
@attribute Gold_acc1_x_Sugar_acc5 numeric
@attribute Gold_acc1_x_West_Texas_acc2 numeric
@attribute Gold_acc6_x_ADM_vel1 numeric
@attribute Grains_x_SP500_vel9 numeric
@attribute Grains_vel4_x_ADM_acc1 numeric
@attribute Grains_vel5_x_Sugar_vel4 numeric
@attribute Grains_vel5_x_ADM_acc5 numeric
@attribute Grains_vel10_x_Grains_acc2 numeric
@attribute Grains_vel12_x_Sugar_acc6 numeric
@attribute Grains_acc1_x_Sugar_acc6 numeric
@attribute SP500_vel4_x_West_Texas_vel10 numeric
@attribute SP500_vel10_x_West_Texas numeric
@attribute SP500_acc1_x_SPDR_IPD_vel3 numeric
@attribute SP500_acc2_x_SPDR_IPD numeric
@attribute SP500_acc2_x_West_Texas_acc2 numeric
@attribute SPDR_IPD_x_West_Texas_vel12 numeric
@attribute SPDR_IPD_acc1_x_West_Texas_vel3 numeric
@attribute SPDR_IPD_acc6_x_West_Texas_vel3 numeric
@attribute Sugar_acc2_x_West_Texas_acc5 numeric
@attribute Sugar_acc5_x_West_Texas_vel1 numeric
@attribute West_Texas_vel4_x_West_Texas_acc2 numeric
@attribute Future_change numeric

@data
0.247248,0.114191,0.315762,0.071896,0.529749,0.025372,0.268981,0.18281,0.322315,0.03974,0.516695,0.076132,0.059274,0.014599,0.027512,0.067193,0.116658,0.260793,0.080101,0.06355,0.07458,0.048025,0.208712,0.084868,0.083156,0.050597,0.083316,0.085711,0.33162,0.168221,0.258347,0.394217,0.075642,0.017485,0.051432,0.034608,0.161986,0.094907,0.599851,0.067222,0.417306,0.556565,0.661579,0.347845,0.053591,0.133976,0.09411,0.281154,0.222335,0.124519,0.473637,0.230418,0.027955,0.041793,0.295536,0.189662,0.16191,0.010921,0.002732,0.005351,0.057073,0.163428,0.183498,0.146284,0.305858,0.06091,0.364242,0.376934,0.475572,0.302468,0.402776,0.254709,0.053835,0.398222,0.671458
0.273065,0.185684,0.317748,0.165195,0.589567,0.139917,0.401043,0.368788,0.258445,0.061629,0.156176,0.074209,0.032483,0.035038,0.092339,0.030147,0.266291,0.239003,0.052494,0.04805,0.17675,0.105707,0.718317,0.170081,0.040798,0.11574,0.067129,0.18568,0.162281,0.130711,0.43534,0.369762,0.202636,0.142784,0.092314,0.043218,0.080904,0.058718,0.586755,0.186879,0.672495,0.559639,0.788687,0.136827,0.218995,0.18795,0.363555,0.263778,0.265498,0.258929,0.150315,0.207531,0.047106,0.454676,0.378705,0.245976,0.371406,0.031762,0.060404,0.013939,0.164364,0.252921,0.588187,0.172873,0.254211,0.132058,0.60479,0.636723,0.516509,0.255463,0.457079,0.034946,0.514633,0.443903,0.38809
0.25855,0.288098,0.356429,0.09886,0.155433,0.161657,0.235798,0.107873,0.119408,0.061096,0.013459,0.00546,0.02459,0.225729,0.324486,0.061391,0.234687,0.107257,0.026652,0.062601,0.131813,0.070777,0.677897,0.15631,0.067673,0.153688,0.112705,0.059989,0.090062,0.193704,0.415299,0.200768,0.404522,0.42008,0.058186,0.038896,0.022452,0.113956,0.486468,0.116761,0.292045,0.335668,0.867129,0.158157,0.36073,0.185682,0.253081,0.288073,0.188387,0.08534,0.017161,0.112705,0.04235,0.626794,0.163571,0.257689,0.163065,0.060012,0.041186,0.009462,0.043151,0.119467,0.824711,0.106481,0.21534,0.186873,0.315008,0.120922,0.464015,0.527387,0.400516,0.001472,0.649866,0.193676,0.473306
0.239904,0.361881,0.349278,0.013265,0.006021,0.210053,0.135831,0.009677,0.048067,0.009601,0.051826,0.016718,0.15198,0.376238,0.366591,0.077533,0.048674,0.018708,0.04093,0.034322,0.063634,0.058439,0.125098,0.091688,0.136358,0.401638,0.032787,0.086879,0.347761,0.567022,0.382322,0.36104,0.084749,0.477128,0.013282,0.054897,0.041616,0.398871,0.259266,0.009519,0.050205,0.371077,0.744254,0.057529,0.13441,0.16234,0.085762,0.062993,0.066408,0.017203,0.037846,0.306212,0.094852,0.116162,0.023722,0.220623,0.148224,0.009192,0.038213,0.009453,0.044255,0.148366,0.19522,0.202071,0.150304,0.079867,0.021137,0.007362,0.335841,0.1434,0.45888,0.092934,0.346483,0.158689,0.473306
0.282001,0.407115,0.390235,0.003984,0.014369,0.297467,0.169238,0.063415,0.13646,0.004275,0.233049,0.194406,0.359206,0.292772,0.332662,0.088612,0.048611,0.132665,0.075256,0.032045,0.06322,0.102003,0.033116,0.150256,0.299281,0.24604,0.227269,0.178434,0.437465,0.385244,0.32726,0.164379,0.331916,0.464479,0.186091,0.247482,0.182254,0.442553,0.096134,0.066666,0.298859,0.60518,0.775177,0.610338,0.142076,0.23778,0.665045,0.271739,0.457665,0.146828,0.378422,0.420048,0.357011,0.806176,0.618967,0.207245,0.276233,0.040111,0.199528,0.109365,0.175588,0.35344,0.161573,0.42299,0.28088,0.204614,0.064933,0.068086,0.442722,0.281808,0.404412,0.577142,0.614709,0.608136,0.359343
0.365246,0.203652,0.380741,0.044588,0.332278,0.403906,0.342912,0.402549,0.256718,0.089548,0.480096,0.369842,0.451172,0.285802,0.40409,0.281065,0.160518,0.132551,0.098268,0.045773,0.046372,0.172409,0.099321,0.071567,0.340011,0.205054,0.405977,0.388318,0.34125,0.122539,0.143594,0.154953,0.266105,0.275795,0.451998,0.28739,0.317073,0.383279,0.080145,0.191393,0.823312,0.503101,0.49025,0.609794,0.068137,0.216335,0.169752,0.251542,0.037037,0.444936,0.559158,0.320088,0.190573,0.241768,0.217591,0.030763,0.406305,0.053544,0.249548,0.228799,0.116347,0.419954,0.759416,0.424297,0.42457,0.119408,0.585405,0.69558,0.445808,0.403763,0.440614,0.826592,0.850152,0.613537,0.523614
0.447265,0.151656,0.396911,0.350408,0.518782,0.253085,0.242591,0.529766,0.39334,0.367181,0.715313,0.544548,0.280669,0.188258,0.330878,0.308788,0.260282,0.136477,0.13278,0.077683,0.042008,0.179302,0.069495,0.345075,0.304635,0.262386,0.619944,0.282634,0.138117,0.094869,0.15419,0.112662,0.182958,0.124468,0.040056,0.219253,0.364719,0.320278,0.070498,0.024434,0.79039,0.488002,0.2289,0.365836,0.352951,0.130224,0.530576,0.543596,0.693328,0.055437,0.555831,0.242173,0.079311,0.310171,0.281584,0.38618,0.449047,0.117603,0.271536,0.32245,0.079779,0.374281,0.166632,0.390304,0.453466,0.483858,0.482858,0.294043,0.259161,0.300301,0.175344,0.32673,0.311086,0.278261,0.098563
0.380552,0.140689,0.352875,0.253638,0.305694,0.169986,0.152545,0.17388,0.255311,0.300528,0.64538,0.250286,0.270858,0.062006,0.187741,0.340896,0.111538,0.085768,0.053106,0.095426,0.03352,0.056985,0.065017,0.387603,0.317242,0.122782,0.330566,0.019202,0.075916,0.01216,0.038053,0.004073,0.137345,0.066446,0.18626,0.432603,0.510712,0.142143,0.081967,0.07189,0.21168,0.253743,0.220707,0.168825,0.2289,0.06016,0.187318,0.237527,0.248148,0.159464,0.413579,0.151234,0.149792,0.270566,0.08631,0.278489,0.358978,0.447814,0.198423,0.612061,0.208619,0.203146,0.077363,0.130839,0.33942,0.185488,0.39545,0.115205,0.23186,0.33886,0.138336,0.357467,0.23057,0.11483,0.874743
0.344375,0.100182,0.30785,0.084042,0.540387,0.152963,0.089725,0.091648,0.114349,0.266181,0.556502,0.217301,0.236236,0.035565,0.281475,0.059831,0.092015,0.124424,0.050751,0.237931,0.024211,0.050926,0.043836,0.142911,0.094072,0.177177,0.20579,0.298015,0.048742,0.030358,0.006641,0.029043,0.084598,0.130877,0.085597,0.110175,0.113847,0.03161,0.13966,0.11562,0.107324,0.194085,0.278915,0.110385,0.085319,0.100287,0.205996,0.089927,0.142211,0.097095,0.059282,0.051592,0.337582,0.224367,0.616569,0.127875,0.418436,0.218351,0.397387,0.684575,0.114058,0.147658,0.119345,0.103323,0.188085,0.060084,0.501659,0.594496,0.224753,0.497198,0.391261,0.696643,0.0996,0.434099,0.525667
0.375249,0.249996,0.352755,0.159285,0.359819,0.113539,0.100941,0.199225,0.0721,0.227749,0.377065,0.227837,0.119535,0.015849,0.144909,0.05416,0.148148,0.188612,0.073563,0.229773,0.109422,0.129737,0.133905,0.703507,0.153005,0.119156,0.104736,0.180631,0.186837,0.111773,0.069208,0.036889,0.092782,0.21328,0.103825,0.245901,0.151791,0.009183,0.225434,0.052633,0.246659,0.229305,0.159894,0.198997,0.338281,0.093552,0.037657,0.060514,0.044563,0.044702,0.055159,0.04235,0.30967,0.047814,0.129629,0.21596,0.259625,0.76494,0.074377,0.258803,0.368492,0.25029,0.038643,0.12435,0.236943,0.148653,0.243759,0.299381,0.168369,0.18311,0.266342,0.404479,0.237362,0.532405,0.279261
0.395199,0.296896,0.207529,0.066792,0.240468,0.0943,0.043412,0.01162,0.084598,0.629753,0.162631,0.08757,0.071164,0.05125,0.378321,0.286959,0.383891,0.334613,0.084649,0.147212,0.265937,0.240698,0.513659,0.213953,0.234339,0.187174,0.340171,0.097433,0.141397,0.017108,0.023953,0.110681,0.28744,0.242934,0.562679,0.58651,0.386593,0.034271,0.131299,0.150526,0.03732,0.452471,0.128592,0.357315,0.053734,0.277625,0.200532,0.263631,0.06137,0.655861,0.100308,0.224536,0.593808,0.043762,0.092841,0.085918,0.20996,0.1448,0.034979,0.342591,0.880191,0.144581,0.103976,0.048497,0.131763,0.021402,0.222841,0.151225,0.126935,0.357846,0.421117,0.253456,0.118654,0.200039,0.554415
0.415337,0.25515,0.126271,0.236224,0.276866,0.162568,0.132766,0.174053,0.275386,0.683593,0.149784,0.148881,0.213333,0.005616,0.245243,0.291995,0.507272,0.294558,0.043584,0.150525,0.232239,0.210609,0.736285,0.051179,0.028524,0.017203,0.190953,0.092314,0.001096,0.03223,0.071392,0.060938,0.10206,0.547913,0.070013,0.058949,0.049614,0.21529,0.109913,0.147711,0.571112,0.533059,0.239373,0.614043,0.328803,0.230266,0.629931,0.286969,0.073492,0.76844,0.220096,0.345324,0.579524,0.202016,0.360199,0.050116,0.304268,0.0572,0.245884,0.095734,0.791756,0.166548,0.193428,0.075305,0.299502,0.276676,0.321568,0.363386,0.138218,0.171098,0.206579,0.129882,0.142127,0.19285,0.145791
0.373818,0.409465,0.13681,0.071174,0.017945,0.048843,0.126909,0.058368,0.173142,0.098192,0.285742,0.133964,0.196113,0.024894,0.052899,0.503878,0.199082,0.072311,0.046768,0.174104,0.211183,0.177768,0.418369,0.272022,0.024818,0.010891,0.071455,0.009293,0.014977,0.003896,0.084539,0.018712,0.238333,0.705167,0.03643,0.042046,0.062538,0.737027,0.131193,0.095122,0.156719,0.487264,0.393951,0.268808,0.215015,0.22508,0.18397,0.62477,0.573768,0.358225,0.420915,0.255235,0.34935,0.104482,0.592067,0.40509,0.33948,0.209471,0.164844,0.088528,0.021289,0.10503,0.178353,0.100182,0.340833,0.26654,0.163293,0.147658,0.201341,0.041489,0.052899,0.061024,0.075389,0.203568,0.086242
0.375249,0.484655,0.142125,0.010562,0.006287,0.064511,0.222837,0.073855,0.154725,0.023907,0.367864,0.320126,0.134828,0.063419,0.110449,0.434825,0.039179,0.070437,0.020833,0.117385,0.071118,0.048938,0.069841,0.050378,0.119906,0.021103,0.00814,0.159098,0.011195,0.164474,0.03535,0.112409,0.807424,0.364702,0.012194,0.538561,0.142261,0.387306,0.112494,0.001543,0.123254,0.307502,0.36676,0.039845,0.13,0.17149,0.062669,0.226733,0.170402,0.003188,0.1971,0.111035,0.341537,0.226476,0.08994,0.424474,0.463872,0.080344,0.341811,0.095021,0.022351,0.100469,0.006864,0.145719,0.37644,0.326586,0.282415,0.059493,0.191046,0.172219,0.068622,0.275386,0.13659,0.048645,0.644764
0.449738,0.19097,0.1017,0.075558,0.123051,0.149724,0.338037,0.288149,0.2374,0.501372,0.358011,0.287559,0.210072,0.01792,0.043007,0.652792,0.116341,0.171118,0.028468,0.258988,0.068137,0.15179,0.074951,0.294255,0.153203,0.000531,0.004427,0.003247,0.094258,0.048788,0.08504,0.030984,0.133251,0.075145,0.404741,0.608537,0.082659,0.086596,0.145795,0.067656,0.317811,0.363002,0.410505,0.041426,0.170478,0.080672,0.013923,0.062116,0.089426,0.210752,0.325034,0.162517,0.514287,0.076739,0.177266,0.279543,0.568987,0.923072,0.585128,0.065658,0.310058,0.449005,0.12704,0.111983,0.507871,0.225729,0.595246,0.403232,0.219982,0.060779,0.039212,0.374012,0.034575,0.087659,0.494867
0.538496,0.131514,0.228668,0.389595,0.485253,0.047426,0.357011,0.415451,0.26557,0.74508,0.372624,0.233156,0.166936,0.106557,0.140761,0.86236,0.374163,0.47024,0.135064,0.376963,0.153814,0.356202,0.155737,0,0.039934,0.038635,0.038635,0.000696,0.192635,0.03051,0.064933,0.10619,0.196101,0.020905,0.218857,0.238046,0.014003,0.030771,0.280509,0.18327,0.631419,0.371887,0.413208,0.109087,0.25115,0.165671,0.106995,0.221192,0,0.325616,0.157407,0.151234,0.586333,0.180934,0.448567,0,0.66792,0,0.299044,0.06021,0.374429,0.547243,0.413249,0.137434,0.576045,0.259562,0.62719,0.639734,0.278915,0.263504,0.130835,0.227078,0.144504,0.290515,0.342916
0.503978,0.193229,0.19662,0.486624,0.140322,0.016823,0.193082,0.074027,0.096425,0.524575,0.20934,0.112679,0.076707,0.043876,0.086731,0.575438,0.271739,0.493319,0.106253,0.470703,0.529062,0.496526,0.405272,0.081427,0.029869,0.009462,0.208712,0.052595,0.06527,0.147637,0.11346,0.117486,0.067053,0.018826,0.104866,0.131813,0.067855,0.089894,0.317698,0.163428,0.184046,0.405559,0.501777,0.400031,0.379855,0.062867,0.19699,0.25301,0.252394,0.401759,0.17165,0.238195,0.435807,0.079522,0.058962,0.565293,0.64511,0.518382,0.534505,0.240335,0.603367,0.605644,0.157786,0.089506,0.600484,0.123,0.230962,0.119206,0.225995,0.155779,0.065228,0.030333,0.25153,0.111516,0
0.484232,0.326803,0.059715,0.258803,0.083434,0.059135,0.100245,0.114475,0.124763,0.430284,0.096463,0.046532,0.113438,0.132091,0.369255,0.483293,0.384447,0.342519,0.128115,0.450894,0.687003,0.563092,0.548495,0.053852,0.074023,0.311086,0.478815,0.01754,0.215037,0.075874,0.157141,0.227011,0.175141,0.10931,0.397434,0.326055,0.194751,0.231059,0.398669,0.224389,0.607482,0.241107,0.639456,0.446425,0.065228,0.191024,0.346824,0.124333,0.325557,0.811982,0.097222,0.410492,0.506124,0.446264,0.360249,0.223191,0.688079,0.238935,0.600736,0.163124,0.499567,0.399243,0.435537,0.089894,0.483817,0.02066,0.159937,0.174121,0.292298,0.133803,0.133803,0.018215,0.119004,0.082557,0.841889
0.513583,0.358209,0.13108,0.353195,0.125699,0.27017,0.165536,0.029599,0.04259,0.24962,0.176229,0.184425,0.36533,0.43956,0.749466,0.203134,0.16974,0.288571,0.124966,0.733049,0.738195,0.395043,0.375605,0.05677,0.111161,0.719476,0.487551,0.550805,0.079134,0.405862,0.530318,0.541437,0.185787,0.595677,0.105241,0.091757,0.036177,0.526688,0.648441,0.156513,0.089708,0.237476,0.603747,0.366726,0.273971,0.353082,0.663594,0.510581,0.544405,0.469538,0.1526,0.315471,0.313978,0.36396,0.555739,0.257951,0.624028,0.209732,0.412415,0.170688,0.505521,0.41061,0.264588,0.27894,0.290945,0.282988,0.171165,0.1925,0.503076,0.120091,0.201856,0.123735,0.335457,0.194174,0.408624
0.49933,0.461275,0.144149,0.191534,0.014774,0.172029,0.186837,0.183903,0.035991,0.026175,0.479262,0.654892,0.380657,0.378464,0.695428,0.381572,0.13078,0.170077,0.114239,0.727413,0.757662,0.210179,0.202608,0.301848,0.591047,0.181306,0.411563,0.179037,0.045204,0.285197,0.367932,0.563143,0.165283,0.680949,0.557096,0.484566,0.19753,0.546446,0.547542,0.115681,0.450244,0.11685,0.445319,0.365621,0.086748,0.241802,0.470285,0.418031,0.320695,0.296814,0.07482,0.200617,0.200199,0.482356,0.074765,0.042231,0.256307,0.241727,0.278371,0.1515,0.501251,0.599749,0.510383,0.308135,0.464479,0.091032,0.329626,0.053852,0.483238,0.020576,0.148755,0.194865,0.332252,0.032677,0.694045
0.5536,0.41505,0.183533,0.204765,0.044462,0.321343,0.09702,0.074133,0.035291,0.111566,0.568582,0.867546,0.317917,0.649688,0.797022,0.704405,0.057217,0.029639,0.13651,0.810274,0.705902,0.237096,0.164047,0.225635,0.70446,0.836138,0.618015,0.142944,0.130236,0.421273,0.576424,0.675299,0.58355,0.56211,0.561018,0.428732,0.221538,0.421066,0.660415,0.112797,0.16994,0.17657,0.362063,0.251593,0.182127,0.259789,0.322436,0.045967,0.126576,0.207784,0.042501,0.118059,0.046549,0.378321,0.056196,0.027238,0.500225,0.066834,0.326788,0.15206,0.264368,0.423495,0.696414,0.645017,0.540239,0.426826,0.336405,0.046515,0.589137,0.208965,0.223394,0.096598,0.050867,0.036126,0.640657
0.538624,0.298964,0.369273,0.429331,0.550999,0.379696,0.121424,0.227293,0.058186,0.365276,0.474194,0.699603,0.341276,0.621127,0.672128,0.332461,0.166632,0.115108,0.122197,0.801483,0.536664,0.06382,0.43838,0.382453,0.672348,0.063954,0.837403,0.201249,0.178809,0.186804,0.409531,0.569429,0.103091,0.420089,0.044441,0.342625,0.467346,0.614435,0.857553,0.009084,0.464137,0.238952,0.289785,0.427535,0.235465,0.191604,0.304491,0.121925,0.132892,0.014639,0.171422,0.089725,0.066493,0.466852,0.287209,0.038217,0.483073,0.146284,0.519461,0.283107,0.044222,0.161505,0.056639,0.784032,0.330861,0.598662,0.106918,0.075352,0.705035,0.07081,0.48387,0.04754,0.401174,0.329799,0.390144
0.543469,0.202277,0.430145,0.629196,0.596684,0.25817,0.082608,0.010326,0.107232,0.47308,0.516087,0.225358,0.293883,0.331911,0.336613,0.61869,0.221901,0.059772,0.14668,0.755984,0.611492,0.13619,0.653142,0.211292,0.935029,0.124519,0.49988,0.042586,0.249662,0.095257,0.419954,0.62818,0.299567,0.127099,0.338949,0.707116,0.506474,0.225396,0.804123,0.057225,0.039474,0.3589,0.338999,0.28965,0.071224,0.237991,0.131286,0.124068,0.037446,0.123988,0.338472,0.121137,0.17165,0.08814,0.169702,0.022747,0.236207,0.193533,0.396173,0.370369,0.034532,0.155901,0.138783,0.86954,0.129486,0.149362,0.356412,0.232796,0.754462,0.123549,0.48605,0.109226,0.186449,0.384005,0.422998
0.406197,0.021029,0.340896,0.175343,0.171688,0.036927,0.063912,0.051175,0.128094,0.371718,0.369382,0.323044,0.163124,0.287559,0.203905,0.399234,0.324591,0.189629,0.08862,0.469665,0.35487,0.125543,0.534539,0.846144,0.103935,0.401106,0.306807,0.182781,0.457505,0.080398,0.532898,0.800115,0.038374,0.053481,0.053068,0.067986,0.054535,0.029032,0.598122,0.051695,0.289667,0.283165,0.221159,0.278561,0.310222,0.200648,0.437991,0.296029,0.486413,0.046663,0.103433,0.044728,0.304251,0.35223,0.421185,0.231093,0.105609,0.769742,0.378139,0.392517,0.388415,0.515936,0.135245,0.781557,0.104436,0.421902,0.628076,0.426903,0.493488,0.65767,0.430174,0.184299,0.222335,0.293496,0.170431
0.372899,0.08362,0.320919,0.075242,0.249227,0.022549,0.033242,0.192167,0.150855,0.636213,0.127099,0.104592,0.178417,0.143442,0.010246,0.429947,0.352458,0.133715,0.026656,0.110198,0.19037,0.08476,0.745544,0.150884,0.159726,0.206435,0.147945,0.108923,0.177241,0.126155,0.357821,0.749937,0.010296,0.136907,0.225341,0.168875,0.102475,0.162332,0.567823,0.052701,0.350526,0.286087,0.1611,0.039706,0.218629,0.01602,0.032888,0.020239,0.026774,0.181727,0.163597,0.078425,0.338796,0.018329,0.034381,0.274167,0.050715,0.135115,0.264369,0.496735,0.576804,0.741231,0.3561,0.079593,0.066366,0.024455,0.494875,0.61885,0.341117,0.122722,0.03347,0.255008,0.160885,0.361632,0.907598
0.363369,0.123077,0.414944,0.028973,0.242055,0.106909,0.012987,0.229861,0.35169,0.366895,0.499517,0.055656,0.095824,0.091454,0.0074,0.351605,0.559196,0.230924,0.032018,0.092516,0.045196,0.044399,0.680445,0.471116,0.411706,0.230039,0.094034,0.612154,0.246133,0.139804,0.731111,0.800599,0.066851,0.096695,0.790407,0.590634,0.382174,0.400727,0.250876,0.129497,0.410467,0.534977,0.310306,0.014926,0.583706,0.0706,0.067593,0.517665,0.638013,0.6753,0.034136,0.242663,0.644806,0.633421,0.32115,0.484629,0.038264,0.333989,0.114087,0.537449,0.429668,0.208425,0.318975,0.076081,0.06768,0.148366,0.442216,0.347684,0.407305,0.376002,0.046701,0.113877,0.62079,0.323895,0.519507
0.340512,0.055092,0.501684,0.01275,0.024118,0.010288,0.021858,0.050192,0.246065,0.053633,0.314425,0.00229,0.040983,0.072708,0.00425,0.134735,0.112013,0.052912,0.017064,0.048742,0.007741,0.031117,0.094186,0.257431,0.167075,0.039634,0.015095,0.27227,0.303185,0.078109,0.840785,0.777207,0.016448,0.003289,0.147026,0.272666,0.477166,0.34599,0.235592,0.03293,0.076072,0.507587,0.34222,0.020378,0.484515,0.060003,0,0.231202,0.326855,0.152128,0.362341,0.248936,0.175588,0.145365,0.036341,0.602102,0.030704,0.238906,0.205701,0.280833,0.082789,0.221467,0.176368,0.055319,0.06224,0.262294,0.001288,0.000215,0.483042,0.237067,0.038369,0.093857,0.192673,0.092036,0.794661
0.356871,0.045584,0.490623,0.002795,0.174141,0.002119,0.172881,0.205077,0.247039,0.176115,0.132715,0.004714,0.020919,0.067484,0.004313,0.33492,0.095156,0.083788,0.010842,0.012409,0.030586,0.0615,0.13293,0.07931,0.018476,0.06274,0.03508,0.91135,0.651017,0.058448,0.75154,0.778685,0.025155,0.000367,0.183443,0.411757,0.530533,0.488141,0.290426,0.040732,0.386682,0.64936,0.148147,0.270778,0.001147,0.104364,0.006122,0.217339,0.480594,0.212747,0.66426,0.337487,0.380623,0.510569,0.249801,0.567975,0.10595,0.172535,0.161151,0.385316,0.096202,0.317698,0.238008,0.052886,0.140996,0.000337,0.300499,0.180652,0.603873,0.258044,0.058819,0.66303,0.397501,0.353525,0.698152
0.43637,0.031992,0.578414,0.130464,0.562597,0.032188,0.32855,0.076755,0.393239,0.3963,0.141878,0.031168,0.03896,0.353183,0.01523,0.127964,0.200033,0.134495,0.005448,0.034785,0.048155,0.145491,0.225915,0.068002,0.048472,0.197606,0.15236,0.364298,0.557602,0.006072,0.895489,0.775745,0.034574,0.000278,0.349401,0.662447,0.797764,0.034604,0.424178,0.055437,0.105798,0.651687,0.095813,0.488386,0.400006,0.129136,0.091681,0.199916,0.341259,0.295422,0.691595,0.358605,0.579173,0.229912,0.248472,0.498328,0.482694,0.549684,0.381028,0.467355,0.472237,0.140786,0.031733,0.133913,0.448351,0.154219,0.734679,0.843407,0.631031,0.821786,0.038694,0.834848,0.639544,0.790912,0.64271
0.464774,0.003694,0.562038,0.079452,0.1611,0.029932,0.318183,0.394676,0.22465,0.439585,0.020222,0.0032,0.130538,0.579916,0.04773,0.144844,0.219134,0.043737,0.011064,0.069697,0.068169,0.184761,0.203589,0.025077,0.001543,0.271402,0.183447,0.648677,0.888118,0.014374,0.875055,0.731605,0.000367,0.000915,0.005325,0.004288,0.004022,0.054784,0.487804,0.145559,0.799578,0.581147,0.099271,0.481395,0.45258,0.132462,0.233757,0.784504,0.299281,0.564483,0.022794,0.290287,0.565799,0.272717,0.366574,0.328496,0.230266,0.310184,0.33458,0.153503,0.355241,0.015596,0.014989,0.043741,0.142088,0.087474,0.49489,0.308097,0.521527,0.120627,0.072016,0.031707,0.29934,0.398431,0.548255
0.487518,0.109315,0.442284,0.088664,0.094852,0.05338,0.218988,0.000704,0.140077,0.096931,0.226336,0.05144,0.21061,0.76349,0.29444,0.390996,0.032837,0.051234,0.027407,0.163124,0.257239,0.288442,0.032066,0.082549,0.257829,0.228571,0.127715,0.213582,0.904933,0.135329,0.873808,0.639544,0.083637,0.017203,0.345349,0.596081,0.41631,0.465023,0.471748,0.06002,0.001779,0.47577,0.243034,0.305533,0.263693,0.271739,0.143139,0.053936,0.106317,0.342579,0.006257,0.289393,0.477634,0,0.044728,0.345745,0.113632,0.133348,0.121605,0.119189,0.390389,0.001391,0.000974,0.032993,0.130574,0.250011,0.022419,0.011182,0.572537,0.462707,0.269782,0.037627,0,0.302771,0.347023
0.553403,0.067199,0.26616,0.129022,0.142733,0.413781,0.240487,0.152473,0.166995,0.020542,0.50494,0.403674,0.428083,0.91154,0.654141,0.354178,0.071392,0.261156,0.035095,0.102823,0.38384,0.438674,0.051179,0.246525,0.242243,0.473368,0.115664,0.498775,0.894995,0.083485,0.735155,0.653003,0.030535,0.064562,0.34131,0.498948,0.231396,0.437662,0.454874,0.046271,0.361994,0.402043,0.646138,0.176684,0.043834,0.336376,0.747079,0.434525,0.899544,0.389073,0.023081,0.426991,0.445151,0.010904,0.848664,0.84581,0.300655,0.277996,0.164684,0.272148,0.692536,0.046334,0.016849,0.187735,0.199453,0.042961,0.032766,0.037412,0.575986,0.266152,0.565782,0.221311,0.009765,0.39775,0.420945
