Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureNumRules,measureTreeSize,measureNumLeaves
soybean,4,2,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,2.02305131101E7,455.0,228.0,206.0,22.0,0.0,90.35087719298245,9.649122807017545,0.0,0.8943710910354413,0.011847358711025713,0.09315699838627528,12.316339402860235,42.49206633133564,877.5923087586757,155.77512007328028,721.8171886853954,3.8490890735029635,0.6832242108477206,3.1658648626552433,804.8186553369986,3.5299063830570114,91.70757848543444,1.0,7.0,0.0,0.0,1.0,221.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9035087719298246,0.011364262138255947,0.9886357378617441,0.09649122807017543,0.9106219302694147,0.9035087719298246,0.902432428846663,0.8938828180749709,0.9914871219050785,0.9540469955345953,0.9252726095225138,0.9035087719298246,0.0,0.003,1.1300000000000001E-4,0.002993,0.113,2.993,52569.0,151837.0,79878.0,92.98245614035088,6.602031394275143,?,?,?,?
soybean,4,3,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,2.02305131101E7,456.0,227.0,210.0,17.0,0.0,92.51101321585904,7.488986784140969,0.0,0.917862159976161,0.01026527370018456,0.0859937226448053,10.6772928776747,39.26536149087709,867.9621787287746,183.93677118875473,684.0254075400198,3.8236219327258794,0.810294146205968,3.0133277865199113,806.484462403189,3.552794988560304,92.91700516079786,1.0,7.0,0.0,0.0,1.0,220.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9251101321585903,0.010379919241285295,0.9896200807587147,0.07488986784140969,0.9413611810362912,0.9251101321585903,0.9208963454558168,0.9181442520645274,0.9925524158462858,0.9573125319369019,0.9593965975544922,0.9251101321585903,0.0,0.003,1.1899999999999999E-4,0.003149,0.119,3.149,52569.0,152154.0,79561.0,93.83259911894272,6.654300950614404,?,?,?,?
soybean,5,1,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,2.02305131101E7,455.0,228.0,212.0,16.0,0.0,92.98245614035088,7.017543859649122,0.0,0.9228524298946834,0.00968648278744499,0.08037123725539143,10.077475699594832,36.71445739805384,870.437143955545,110.6040118405475,759.8331321149975,3.8177067717348465,0.4851053150901206,3.332601456644726,813.6773452020822,3.5687602859740446,93.4791616893176,1.0,7.0,0.004524886877828055,1.0,0.995475113122172,220.0,0.0,0.0,0.875,1.0,0.9333333333333333,0.93329562518095,1.0,1.0,0.9298245614035088,0.009368687379405426,0.9906313126205947,0.07017543859649122,0.9426117376775272,0.9298245614035088,0.9292940031962027,0.9247610283279556,0.995648387800012,0.975861522607984,0.9484819662233949,0.9298245614035088,0.0,0.004,1.1999999999999999E-4,0.0031680000000000002,0.12,3.168,52569.0,151837.0,79878.0,95.6140350877193,6.832871652816236,?,?,?,?
soybean,5,2,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,2.02305131101E7,455.0,228.0,206.0,22.0,0.0,90.35087719298245,9.649122807017545,0.0,0.8944111146195137,0.01214807423891031,0.09325108877124229,12.63023772585181,42.543235311897675,876.475615341929,148.61121375237377,727.8644015895552,3.844191295359338,0.6518035690893587,3.192387726269979,801.2164395016495,3.5141071907967083,91.41343187158499,1.0,7.0,0.0,0.0,1.0,221.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9035087719298246,0.010287829172092079,0.9897121708279081,0.09649122807017543,0.9241639452165767,0.9035087719298246,0.903749721261987,0.899220110742008,0.9945168982268836,0.9620073603955881,0.9230280251020662,0.9035087719298246,0.0,0.003,1.36E-4,0.0030619999999999996,0.136,3.062,52569.0,151837.0,79878.0,94.73684210526316,6.971375807940887,?,?,?,?
soybean,5,3,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,2.02305131101E7,456.0,227.0,208.0,19.0,0.0,91.62995594713657,8.370044052863436,0.0,0.9082281847777518,0.01095358421819927,0.08774932270498256,11.386177542682018,40.01842325467106,874.5133496403067,138.63674269102364,735.8766069492831,3.852481716477122,0.6107345492996636,3.2417471671774587,805.0562262682006,3.546503199419386,92.0576257182724,1.0,6.0,0.0,0.0,1.0,221.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9162995594713657,0.011633610642980264,0.9883663893570198,0.08370044052863436,0.9193643124437497,0.9162995594713657,0.9147951901255867,0.9058496657402553,0.992786165733906,0.9621251289206452,0.9429552903237114,0.9162995594713657,0.0,0.003,1.1899999999999999E-4,0.003023,0.119,3.023,52569.0,152154.0,79561.0,95.15418502202643,6.816600973800123,?,?,?,?
soybean,6,1,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,2.02305131101E7,455.0,228.0,206.0,22.0,0.0,90.35087719298245,9.649122807017545,0.0,0.8940766550522649,0.012319831975402488,0.09440903348008481,12.810758575398696,43.08479086356987,875.4333945694665,192.7918419015538,682.6415526679127,3.839620151620467,0.8455782539541833,2.9940418976662837,799.2170514713454,3.5053379450497606,91.29387300382757,1.0,6.0,0.0,0.0,1.0,222.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9035087719298246,0.012876587149983016,0.9871234128500169,0.09649122807017543,0.9131527947776418,0.9035087719298246,0.9006484505431582,0.8935631518365486,0.9908804548976007,0.9498981515392733,0.9301940544466977,0.9035087719298246,0.0,0.003,1.25E-4,0.003209,0.125,3.209,52569.0,151837.0,79878.0,93.85964912280701,6.786703601108017,?,?,?,?
soybean,6,2,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,2.02305131101E7,455.0,228.0,212.0,16.0,0.0,92.98245614035088,7.017543859649122,0.0,0.922894825836997,0.009936407878843957,0.07895775141237557,10.335499054428423,36.054928742379325,872.4894647423815,95.6196562076906,776.869808534691,3.826708178694656,0.41938445705127453,3.4073237216433814,816.7996999011982,3.5824548241280625,93.61714185768115,1.0,7.0,0.0,0.0,1.0,221.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9298245614035088,0.009546078629294054,0.9904539213707059,0.07017543859649122,0.944786749752794,0.9298245614035088,0.9308215046209461,0.9259588760362057,0.9956112491135267,0.9761436522812373,0.9435920398569688,0.9298245614035088,0.0,0.003,1.4399999999999998E-4,0.003134,0.144,3.134,52569.0,151837.0,79878.0,96.05263157894737,6.902123730378558,?,?,?,?
soybean,6,3,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,2.02305131101E7,456.0,227.0,211.0,16.0,0.0,92.95154185022027,7.048458149779735,0.0,0.9229005689054938,0.009511938424916242,0.08081860468194307,9.887997753488653,36.860390877876696,873.5032496259345,111.2395309340203,762.2637186919142,3.8480319366781255,0.49004198649348146,3.3579899501846437,814.5008304919628,3.588109385427149,93.245312005509,1.0,7.0,0.0,0.0,1.0,220.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9295154185022027,0.008039304640301979,0.991960695359698,0.07048458149779736,0.9403535524680898,0.9295154185022027,0.9298736707757966,0.9246072782447907,0.9948764913835688,0.9685953882637793,0.9491292121726905,0.9295154185022027,0.0,0.003,1.32E-4,0.003054,0.132,3.054,52569.0,152154.0,79561.0,95.15418502202643,6.654300950614404,?,?,?,?
soybean,7,1,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,2.02305131101E7,455.0,228.0,210.0,18.0,0.0,92.10526315789474,7.894736842105263,0.0,0.9133427648387846,0.010849726143970635,0.08614515553247859,11.28435706829464,39.329310974074104,873.9022981228758,131.00151826733412,742.9007798555417,3.8329048163284027,0.5745680625760269,3.258336753752376,807.699497343945,3.542541655017303,92.4244619883558,1.0,6.0,0.0,0.0,1.0,222.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9210526315789473,0.010972452523490234,0.9890275474765097,0.07894736842105263,0.930345886807438,0.9210526315789473,0.9202389195358054,0.9130505191850732,0.9918974494476216,0.9597105463658528,0.9515591264163852,0.9210526315789473,0.0,0.004,1.65E-4,0.0032240000000000003,0.165,3.224,52569.0,151837.0,79878.0,95.17543859649123,6.948291782086777,?,?,?,?
soybean,7,2,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,2.02305131101E7,455.0,228.0,209.0,19.0,0.0,91.66666666666667,8.333333333333334,0.0,0.9085632268822424,0.009771675284685616,0.08194254651892391,10.161061709220924,37.39536488390803,875.493257777797,125.6871218649175,749.8061359128795,3.839882709551741,0.5512593064250768,3.288623403126665,816.6270210767045,3.581697460862739,93.27622044166182,1.0,7.0,0.004524886877828055,1.0,0.995475113122172,220.0,0.0,0.0,0.875,1.0,0.9333333333333333,0.93329562518095,1.0,1.0,0.9166666666666666,0.011413581957027762,0.9885864180429723,0.08333333333333333,0.9267734885995477,0.9166666666666666,0.9153159562602288,0.9084995659499383,0.9940445266387026,0.9683481202557371,0.9410807364567476,0.9166666666666666,0.0,0.003,1.3000000000000002E-4,0.003143,0.13,3.143,52569.0,151837.0,79878.0,96.05263157894737,6.717451523545689,?,?,?,?
soybean,7,3,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,2.02305131101E7,456.0,227.0,209.0,18.0,0.0,92.0704845814978,7.929515418502203,0.0,0.9131359085014563,0.010449883509735148,0.08692772861864495,10.864127506549753,39.654564205511285,872.0305530371094,132.6182953002481,739.4122577368613,3.84154428650709,0.5842215651993308,3.257322721307759,805.8874822585901,3.550165120081895,92.41505122175408,1.0,7.0,0.0,0.0,1.0,220.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.920704845814978,0.009396329176512095,0.990603670823488,0.07929515418502203,0.9333833934054199,0.920704845814978,0.9202264097726968,0.9152165446310241,0.9943411281354884,0.9653156575260424,0.9381081896282142,0.920704845814978,0.0,0.004,1.36E-4,0.0031070000000000004,0.136,3.107,52569.0,152154.0,79561.0,94.27312775330397,6.561558080222564,?,?,?,?
soybean,8,1,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,2.02305131101E7,455.0,228.0,212.0,16.0,0.0,92.98245614035088,7.017543859649122,0.0,0.9229355472463401,0.009869770251500756,0.08170769164469131,10.265352946847216,37.30470403656373,873.5239344503411,100.40114146918798,773.1227929811531,3.831245326536584,0.44035588363678935,3.390889442899794,811.149852924556,3.5576747935287543,92.85948798128426,1.0,7.0,0.0,0.0,1.0,221.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9298245614035088,0.008812177417102688,0.9911878225828973,0.07017543859649122,0.9380963235448239,0.9298245614035088,0.9298588056693323,0.9241030134814546,0.9954482781897879,0.9654386478086651,0.9437235563866643,0.9298245614035088,0.0,0.003,1.4199999999999998E-4,0.003189,0.142,3.189,52569.0,151837.0,79878.0,96.05263157894737,6.7636195752539034,?,?,?,?
soybean,8,2,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,2.02305131101E7,455.0,228.0,209.0,19.0,0.0,91.66666666666667,8.333333333333334,0.0,0.9086249446307663,0.011220511854443376,0.0865024676548765,11.6676322166299,39.47652667029211,875.4333945694665,171.48522004996292,703.9481745195036,3.839620151620467,0.7521281581138725,3.0874919935065948,809.708707610401,3.551353980747373,92.49232581635881,1.0,7.0,0.0,0.0,1.0,221.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,0.01163181281111932,0.9883681871888808,0.08333333333333333,0.9297494461576492,0.9166666666666666,0.91379752972826,0.9083659259642914,0.9915305427595035,0.9569818744197182,0.9523517108684553,0.9166666666666666,0.001,0.003,1.1700000000000001E-4,0.0030310000000000003,0.117,3.031,52569.0,151837.0,79878.0,93.85964912280701,7.017543859649104,?,?,?,?
soybean,8,3,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,2.02305131101E7,456.0,227.0,208.0,19.0,0.0,91.62995594713657,8.370044052863436,0.0,0.9084074837010767,0.00976782337940936,0.08326216688251867,10.154823689136045,37.980904553381045,872.4687799179741,115.74092195160452,756.7278579663696,3.8434748014007667,0.5098719028705045,3.3336028985302626,813.8000137721989,3.585022087102198,93.27554549845429,1.0,6.0,0.0,0.0,1.0,221.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9162995594713657,0.01001073667015108,0.989989263329849,0.08370044052863436,0.9306081273525132,0.9162995594713657,0.9152976529581976,0.9099960195694915,0.995475113122172,0.9743793245392888,0.9365550498426704,0.9162995594713657,0.0,0.003,1.35E-4,0.003045,0.135,3.045,52569.0,152154.0,79561.0,95.15418502202643,6.677486668212364,?,?,?,?
soybean,9,1,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,2.02305131101E7,455.0,228.0,209.0,19.0,0.0,91.66666666666667,8.333333333333334,0.0,0.9085188157283439,0.01082218088077435,0.08571551151621062,11.255366305091272,39.13062929975399,874.0726733327995,136.95567275988927,737.1170005729102,3.83365207602105,0.6006827752626722,3.2329693007583784,810.8257732274226,3.5562533913483447,92.76411423958385,1.0,7.0,0.0,0.0,1.0,221.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,0.011439219038502407,0.9885607809614977,0.08333333333333333,0.930778651173388,0.9166666666666666,0.9165626173787688,0.9102661406430511,0.9937584735737365,0.9638144747616597,0.9458511263028794,0.9166666666666666,0.0,0.003,1.3700000000000002E-4,0.0032229999999999997,0.137,3.223,52569.0,151837.0,79878.0,95.17543859649123,6.855955678670342,?,?,?,?
soybean,9,2,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,2.02305131101E7,455.0,228.0,209.0,19.0,0.0,91.66666666666667,8.333333333333334,0.0,0.9087654268986142,0.011131426814561902,0.0895576294309379,11.570192667863024,40.83728443764479,878.9055260507057,142.56729550741008,736.3382305432956,3.8548487984680073,0.6252951557342548,3.2295536427337526,810.0407708851513,3.552810398619085,92.16471473617958,1.0,7.0,0.0,0.0,1.0,221.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,0.011003646312543741,0.9889963536874564,0.08333333333333333,0.9237653428442901,0.9166666666666666,0.9155532673327745,0.9078509466772993,0.9915215503450798,0.9542912091447444,0.946688690913367,0.9166666666666666,0.0,0.003,1.1999999999999999E-4,0.003029,0.12,3.029,52569.0,151837.0,79878.0,94.29824561403508,6.717451523545689,?,?,?,?
soybean,9,3,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,2.02305131101E7,456.0,227.0,213.0,14.0,0.0,93.83259911894272,6.167400881057269,0.0,0.9323872944280152,0.00914062748529278,0.07660752366367211,9.507216915149773,34.97746603429542,868.4479095542732,94.06708778786907,774.3808217664041,3.82576171609812,0.41439245721528223,3.4113692588828375,814.8411748644232,3.589608699843274,93.82729417618572,1.0,6.0,0.0,0.0,1.0,221.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9383259911894273,0.0066412210774081295,0.993358778922592,0.06167400881057269,0.9489696308297985,0.9383259911894273,0.937856529414264,0.9341844000223871,0.9971306403276272,0.9803751098216428,0.9477845556118747,0.9383259911894273,0.0,0.003,1.26E-4,0.003021,0.126,3.021,52569.0,152154.0,79561.0,96.47577092511013,6.747043821006242,?,?,?,?
soybean,10,1,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,2.02305131101E7,455.0,228.0,215.0,13.0,0.0,94.29824561403508,5.701754385964913,0.0,0.9374208259437548,0.008400741234533916,0.07509552598692869,8.736205876502876,34.27627770327785,874.1027848977608,116.01097920985008,758.0918056879107,3.8337841442884244,0.5088200842537284,3.324964060034696,824.0878322184757,3.6144203167477005,94.27813827579384,1.0,6.0,0.0,0.0,1.0,222.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9429824561403509,0.008303555412418714,0.9916964445875813,0.05701754385964912,0.9530194774570835,0.9429824561403509,0.9410291529469063,0.9376338533717345,0.9970551119833704,0.9813052929649908,0.9646695993255071,0.9429824561403509,0.0,0.003,1.15E-4,0.003141,0.115,3.141,52569.0,151837.0,79878.0,95.17543859649123,6.555863342566924,?,?,?,?
